Date,Open,High,Low,Close,Adj Close,Volume,stock,Receita Líquida - (R$),Custos - (R$),Lucro Bruto - (R$),Despesas/Receitas Operacionais - (R$),EBITDA - (R$),EBIT - (R$),Resultado Financeiro - (R$),Impostos - (R$),Lucro Líquido - (R$),Lucro atribuído a Controladora,Lucro atribuído a Não Controladores,Dívida Bruta - (R$),Margem Bruta - (%),Margem Ebitda - (%),Margem Líquida - (%)
2022-07-25,0.8198167033368575,0.8264299958148537,0.8126232617656786,0.81784424953103,0.6976079516364205,0.7552943954240277,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-07-26,0.8274741579605944,0.8286343676286366,0.8072862264780258,0.8163359858144075,0.6963213820613723,0.7537063624142671,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-07-27,0.8118111061462167,0.819352601765976,0.8041535630041561,0.8181923035796101,0.697904797834771,0.8251259572944792,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-07-28,0.8290984691995181,0.8350156535803538,0.8157558367212246,0.8201647573854378,0.6995872656123309,0.8293835613829977,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-07-29,0.8083303886237667,0.815871884243526,0.7893026668092402,0.8092585917655298,0.690284476647804,2.932590474086881,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-01,0.7998607783805679,0.8104188014335719,0.788142457141198,0.789882815902423,0.6737572646988217,1.4804123554299684,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-02,0.7927833843316902,0.817612243004751,0.7771203325173124,0.8150597286240641,0.6952328279763225,1.2428890776079728,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-03,0.8128552682919575,0.813899518956022,0.7833854824284046,0.7833854824284046,0.6682151767144406,1.2161438597961072,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-04,0.7851258411896296,0.7895347618538427,0.7752639262337861,0.7788606027602137,0.6643555122484575,1.5438879770287408,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-05,0.7876783555703165,0.7976563180484613,0.7831534759021257,0.7889546127606599,0.6729655125529606,1.375887794233574,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
